,Name,Symbol,Exchange,Sector,Industry,MarketCapitalization,PERatio,EPS,DividendPerShare,DividendYield,52WeekHigh,52WeekLow
0,Apple Inc,AAPL,NASDAQ,TECHNOLOGY,ELECTRONIC COMPUTERS,2815212650000,28.31,6.44,0.95,0.0053,199.37,143.14
