,Name,Symbol,Exchange,Sector,Industry,MarketCapitalization,PERatio,EPS,DividendPerShare,DividendYield,52WeekHigh,52WeekLow
0,GameStop Corp,GME,NYSE,TRADE & SERVICES,RETAIL-COMPUTER & COMPUTER SOFTWARE STORES,4313858000,None,-0.02,None,None,27.65,11.82
