Date,Open,High,Low,Close,Adj Close,Volume
1999-11-01,136.5,137.0,135.5625,135.5625,87.2225710634413,4006500
1999-11-02,135.968704,137.25,134.593704,134.593704,86.5992358641348,6516900
1999-11-03,136.0,136.375,135.125,135.5,87.1823577987739,7222300
1999-11-04,136.75,137.359299,135.765594,136.531204,87.8458470688221,7907500
1999-11-05,138.625,139.109299,136.781204,137.875,88.7104618561325,7431500
1999-11-08,137.0,138.375,136.75,138.0,88.7908883854672,4649200
1999-11-09,138.5,138.6875,136.281204,136.703094,87.9564431978408,4533700
1999-11-10,136.25,138.390594,136.078094,137.718704,88.6098990975014,6405600
1999-11-11,138.1875,138.5,137.468704,138.5,89.1125945028058,4794100
1999-11-12,139.25,139.984299,137.125,139.75,89.9168597961524,11802900
1999-11-15,139.843704,140.25,139.406204,140.078094,90.1279594898766,2187500
1999-11-16,140.5625,143.0,140.093704,141.25,90.8819781481684,7544800
1999-11-17,142.25,142.9375,141.3125,141.625,91.1232577361724,9459000
1999-11-18,142.4375,143.0,141.625,142.625,91.7666699708497,4491000
1999-11-19,142.406204,142.968704,142.0,142.5,91.686243441515,4832100
1999-11-22,142.4375,143.0,141.5,142.468704,91.6661072122185,4155400
1999-11-23,142.843704,142.843704,140.375,141.218704,90.8618419188719,5918000
1999-11-24,140.75,142.4375,140.0,141.968704,91.3444010948799,4459700
1999-11-26,142.468704,142.875,141.25,141.4375,91.0026179421704,1693900
1999-11-29,140.875,141.921799,140.4375,140.9375,90.6809118248317,7348600
1999-11-30,140.75,142.3125,139.0,139.281204,89.6152307141847,7682000
1999-12-01,139.3125,140.5,139.0,140.406204,90.3390694781966,6980200
1999-12-02,140.625,141.375,140.375,141.25,90.8819781481684,6698300
1999-12-03,143.031204,145.343704,143.031204,143.843704,92.5507990348998,10045400
1999-12-06,143.531204,143.718704,142.25,142.781204,91.8671735355552,3138900
1999-12-07,143.281204,143.3125,141.375,141.625,91.1232577361724,10714200
1999-12-08,141.343704,142.0625,140.5,140.718704,90.5401358015333,4611400
1999-12-09,141.8125,142.218704,139.375,141.406204,90.9824817128739,6474700
1999-12-10,142.281204,142.8125,140.875,141.875,91.2841107948417,5127300
1999-12-13,141.4375,142.718704,141.281204,142.125,91.444963853511,4210800
1999-12-14,141.625,142.484299,140.625,140.75,90.5602720308297,5739000
1999-12-15,140.375,142.203094,140.031204,141.5,91.0428312068377,6879100
1999-12-16,142.1875,142.656204,141.156204,142.125,91.444963853511,5854900
1999-12-17,143.0,143.3125,142.0625,142.6875,92.0305024445036,4775400
1999-12-20,142.5625,143.1875,141.093704,141.656204,91.3653377380716,4608700
1999-12-21,141.593704,144.0625,141.343704,143.8125,92.7561043034616,7981300
1999-12-22,143.625,144.1875,142.968704,144.1875,92.9979715897809,5377500
1999-12-23,145.015594,146.484299,145.0,146.484299,94.4793597000501,5721700
1999-12-27,146.5,146.781204,145.0625,146.281204,94.3483676026767,2691000
1999-12-28,145.875,146.5,145.484299,146.1875,94.2879304501506,4084500
1999-12-29,146.3125,146.8125,145.3125,146.8125,94.6910425940162,3001000
1999-12-30,147.125,147.5625,146.1875,146.640594,94.5801667600908,3641300
1999-12-31,146.843704,147.5,146.25,146.875,94.7313538084027,3172700
2000-01-03,148.25,148.25,143.875,145.4375,93.804195877512,8164300
2000-01-04,143.531204,144.0625,139.640594,139.75,90.1358753683355,8089800
2000-01-05,139.9375,141.531204,137.25,140.0,90.2971202258817,12177900
2000-01-06,139.625,141.5,137.75,137.75,88.8459165079658,6227200
2000-01-07,140.3125,145.75,140.0625,145.75,94.0057519494447,8066500
2000-01-10,146.25,146.906204,145.031204,146.25,94.3282416645372,5741700
2000-01-11,145.8125,146.093704,143.5,144.5,93.1995276617137,7503700
2000-01-12,144.593704,144.593704,142.875,143.0625,92.2723697308229,6907700
2000-01-13,144.468704,145.75,143.281204,145.0,93.5220173768061,5158300
2000-01-14,146.531204,147.468704,145.968704,146.968704,94.7917909609288,7437300
2000-01-18,145.343704,146.625,145.1875,145.8125,94.0460631638313,6488500
2000-01-19,145.3125,147.0,145.0,147.0,94.8119762371758,6157900
2000-01-20,146.968704,146.968704,143.8125,144.75,93.3607725192599,5800100
2000-01-21,145.5,145.5,144.0625,144.4375,93.1592164473271,6244800
2000-01-24,145.656204,145.843704,139.406204,140.343704,90.518802235954,7896900
