,Name,Symbol,Exchange,Sector,Industry,MarketCapitalization,PERatio,EPS,DividendPerShare,DividendYield,52WeekHigh,52WeekLow
0,Discover Financial Services,DFS,NYSE,FINANCE,PERSONAL CREDIT INSTITUTIONS,27628909000,9.81,11.26,2.7,0.0253,120.56,78.4
