,Name,Symbol,Exchange,Sector,Industry,MarketCapitalization,PERatio,EPS,DividendPerShare,DividendYield,52WeekHigh,52WeekLow
0,Tesla Inc,TSLA,NASDAQ,MANUFACTURING,MOTOR VEHICLES & PASSENGER CAR BODIES,636798763000,46.5,4.3,None,None,299.29,152.37
